time,A:gene off,A:gene on,A:mRNA,A:protein
3.21087,2,0,0,95
3.52765,2,0,0,94
2.71798,2,0,0,93
1.80247,2,0,0,92
3.95894,1,1,0,92
0.0866239,1,1,1,92
0.116455,1,1,2,92
0.093202,1,1,3,92
1.26957,1,1,2,92
0.461503,1,1,2,91
0.0777261,1,1,3,91
0.117153,1,1,4,91
0.21989,1,1,4,92
0.0165078,1,1,5,92
0.106098,1,1,6,92
0.142255,1,1,7,92
0.251434,2,0,7,92
0.584262,2,0,7,93
0.0850541,2,0,6,93
0.224655,2,0,6,94
0.233553,2,0,5,94
0.376175,2,0,5,95
0.0885498,2,0,5,94
0.626342,2,0,5,95
0.910187,2,0,5,96
0.0269761,2,0,5,97
0.0360936,2,0,5,98
0.155588,2,0,4,98
0.0419987,2,0,3,98
0.778847,2,0,3,97
0.337021,2,0,3,98
0.126824,2,0,3,99
0.538469,2,0,3,100
0.261411,2,0,3,99
0.191788,2,0,3,100
2.00217,2,0,2,100
0.101909,2,0,1,100
0.505884,2,0,1,99
0.0379584,2,0,0,99
7.94099,2,0,0,98
0.273748,1,1,0,98
0.391364,2,0,0,98
0.503767,1,1,0,98
0.146457,1,1,0,97
0.467787,1,1,1,97
0.204323,1,1,1,96
0.0108711,1,1,1,97
0.488556,1,1,2,97
0.33914,1,1,3,97
0.807443,1,1,4,97
0.1461,1,1,3,97
0.0122242,1,1,4,97
0.158844,2,0,4,97
1.44538,2,0,4,98
0.794693,2,0,4,97
0.733878,2,0,4,96
0.248876,2,0,4,97
0.172401,2,0,4,98
0.0163629,2,0,4,99
0.00741434,2,0,4,100
1.1385,2,0,3,100
0.0650586,2,0,3,99
1.54077,2,0,2,99
1.30481,2,0,2,100
1.2723,1,1,2,100
0.414804,1,1,2,101
0.224389,1,1,1,101
0.258337,1,1,2,101
0.0902342,2,0,2,101
0.723789,1,1,2,101
0.0496292,1,1,2,102
0.487528,1,1,3,102
0.038509,2,0,3,102
0.231035,2,0,3,103
0.0112155,2,0,3,102
0.561316,2,0,3,103
0.521807,2,0,3,104
1.2156,2,0,3,105
0.275132,2,0,3,104
0.318928,2,0,2,104
1.59796,2,0,2,103
0.480997,2,0,2,104
0.126977,2,0,2,105
0.0276731,2,0,2,106
2.05834,2,0,2,107
1.33221,2,0,2,106
1.46516,2,0,2,107
0.857815,2,0,2,108
0.0100972,2,0,2,109
0.110484,2,0,1,109
0.914294,2,0,1,110
0.683711,1,1,1,110
0.409215,1,1,2,110
0.563427,2,0,2,110
0.939826,2,0,2,109
0.877349,2,0,1,109
0.50228,2,0,1,110
0.255308,2,0,1,109
0.579311,2,0,1,110
0.795556,2,0,1,109
0.685773,2,0,1,108
1.11828,2,0,1,107
8.34855,2,0,1,108
1.79945,2,0,1,109
0.797651,1,1,1,109
0.220646,1,1,2,109
0.00658275,1,1,3,109
0.081432,1,1,2,109
0.260801,1,1,3,109
0.0970505,2,0,3,109
1.06974,2,0,3,110
0.0871673,2,0,3,111
0.300974,2,0,3,112
0.384167,2,0,2,112
0.929331,2,0,2,113
1.03799,2,0,2,114
0.767755,2,0,2,115
1.27707,2,0,2,116
0.347528,2,0,2,115
0.287955,2,0,2,114
1.08254,2,0,2,115
0.721495,2,0,1,115
2.01833,2,0,1,114
0.0541848,2,0,1,113
0.657587,2,0,0,113
4.58502,2,0,0,112
1.12413,2,0,0,111
3.1783,2,0,0,110
0.773105,1,1,0,110
0.0927754,2,0,0,110
0.764449,1,1,0,110
0.562386,1,1,1,110
0.0618116,2,0,1,110
1.56851,2,0,0,110
1.74924,2,0,0,109
1.81417,2,0,0,108
2.52053,2,0,0,107
1.43092,2,0,0,106
4.34041,2,0,0,105
4.90931,2,0,0,104
1.81951,1,1,0,104
0.0637394,1,1,1,104
0.0949509,1,1,1,103
0.125894,1,1,1,102
0.211045,1,1,2,102
0.181221,2,0,2,102
3.29726,2,0,2,103
0.897142,2,0,2,102
0.329431,2,0,2,103
0.288213,2,0,1,103
0.743395,2,0,0,103
2.70832,2,0,0,102
5.21621,1,1,0,102
0.0311122,1,1,0,101
0.205849,1,1,1,101
0.151829,2,0,1,101
1.18058,2,0,1,100
0.802988,2,0,0,100
1.27981,1,1,0,100
0.200834,2,0,0,100
4.8378,2,0,0,99
2.32142,1,1,0,99
0.0298697,1,1,0,98
0.418046,1,1,1,98
0.184135,1,1,2,98
0.00301703,1,1,3,98
0.00250121,1,1,4,98
0.0323454,2,0,4,98
0.636901,2,0,3,98
0.78489,1,1,3,98
0.0698873,1,1,4,98
0.0116051,1,1,5,98
0.248799,1,1,6,98
0.216821,1,1,6,99
0.123229,1,1,6,100
0.197434,1,1,6,101
0.266753,1,1,7,101
0.121853,1,1,6,101
0.726304,1,1,6,102
0.450309,1,1,5,102
0.0425473,1,1,5,103
0.203088,1,1,5,104
0.197836,1,1,6,104
0.144786,1,1,6,105
0.221211,1,1,7,105
0.0983924,1,1,8,105
0.00835869,1,1,7,105
0.216474,1,1,7,106
0.127059,1,1,7,107
0.0757526,1,1,6,107
0.0475774,2,0,6,107
0.0720434,2,0,6,106
0.0958462,2,0,6,107
1.04187,2,0,6,108
0.483647,2,0,5,108
0.496786,2,0,5,107
0.140482,2,0,4,107
0.12083,2,0,4,108
0.571057,2,0,4,107
0.14763,2,0,4,108
0.537168,2,0,4,109
0.358087,2,0,4,110
0.0904699,2,0,3,110
0.75503,2,0,3,111
0.653676,2,0,3,112
0.323267,2,0,3,113
1.02416,2,0,2,113
0.361789,1,1,2,113
0.258104,1,1,2,114
0.732738,1,1,2,115
0.186373,1,1,3,115
0.0152535,1,1,3,116
0.221275,1,1,3,117
0.00566382,1,1,4,117
0.093028,1,1,4,118
0.0415794,1,1,4,119
0.0194775,1,1,4,120
0.194533,1,1,5,120
0.00956693,1,1,5,119
0.344598,1,1,6,119
0.29794,1,1,7,119
0.0657819,1,1,8,119
0.0128426,1,1,8,120
0.222316,2,0,8,120
0.158372,2,0,8,121
0.199488,2,0,7,121
0.213082,2,0,7,120
0.0526899,2,0,7,121
0.027729,2,0,7,120
0.576262,2,0,6,120
0.0897897,2,0,6,121
0.35988,2,0,5,121
0.444098,2,0,5,122
0.084941,2,0,5,121
0.247138,2,0,5,122
0.00440134,2,0,5,123
0.0931677,2,0,4,123
2.74288,2,0,4,122
0.630014,1,1,4,122
0.156575,1,1,5,122
0.209922,1,1,5,123
0.354835,1,1,5,124
0.0938033,1,1,6,124
0.450896,2,0,6,124
0.0550448,2,0,6,123
0.372345,2,0,5,123
0.0237956,2,0,4,123
0.131456,2,0,4,124
0.339555,1,1,4,124
0.0423835,1,1,4,125
1.17325,2,0,4,125
0.0473294,2,0,4,126
0.161566,2,0,4,127
1.03604,2,0,4,128
0.0828625,2,0,4,129
0.257941,2,0,4,128
0.225394,2,0,4,129
0.13151,2,0,3,129
0.452363,2,0,3,130
1.53278,2,0,3,129
0.509676,2,0,3,130
0.528771,2,0,3,131
0.00848592,2,0,3,130
0.86407,2,0,3,131
0.157081,2,0,3,132
0.445385,2,0,3,133
0.203289,2,0,3,134
0.300393,2,0,3,135
0.356001,2,0,3,136
0.147168,2,0,3,135
0.210232,1,1,3,135
0.631786,1,1,4,135
0.265309,1,1,4,136
0.133855,1,1,5,136
0.0613051,1,1,6,136
0.140341,2,0,6,136
0.176755,2,0,6,135
0.0613564,2,0,5,135
0.182594,2,0,5,136
0.17678,2,0,5,137
0.233258,2,0,5,136
0.758777,2,0,5,137
0.298878,2,0,5,138
0.45624,2,0,5,139
0.294197,2,0,4,139
0.107384,2,0,4,140
0.0148237,2,0,4,141
0.255504,2,0,4,140
0.292878,2,0,3,140
0.260934,2,0,3,139
0.173222,2,0,3,140
0.259335,2,0,2,140
0.596044,2,0,2,139
0.504305,2,0,2,140
0.480371,1,1,2,140
0.327757,2,0,2,140
0.348951,2,0,2,141
0.428184,1,1,2,141
0.141949,1,1,3,141
0.331256,1,1,2,141
0.0697196,1,1,3,141
0.404991,1,1,3,142
0.314122,1,1,4,142
0.0648177,1,1,4,143
0.0748607,1,1,4,144
0.175497,1,1,5,144
0.227986,1,1,6,144
0.258952,1,1,6,143
0.285791,1,1,5,143
0.0058857,1,1,5,144
0.0332409,0,2,5,144
0.116459,0,2,4,144
0.513445,0,2,5,144
0.295592,1,1,5,144
0.197302,1,1,6,144
0.127656,1,1,7,144
0.142969,1,1,7,145
0.499428,1,1,8,145
0.0422423,1,1,9,145
0.0118696,1,1,9,146
0.144798,1,1,8,146
0.0354009,1,1,9,146
0.127682,1,1,10,146
0.0773428,2,0,10,146
0.0911925,2,0,10,147
0.00184751,2,0,10,146
0.068721,2,0,10,147
0.170965,2,0,10,148
0.0148835,2,0,9,148
0.152472,2,0,9,147
0.288726,2,0,9,148
0.329753,2,0,9,149
0.18403,2,0,9,148
0.000427414,2,0,9,147
0.149404,2,0,8,147
0.228237,2,0,8,148
0.191567,2,0,8,149
0.030582,2,0,8,150
0.423384,2,0,7,150
0.107067,2,0,7,149
0.0462028,2,0,7,150
0.00853608,2,0,7,149
0.178374,1,1,7,149
0.00966942,1,1,7,150
0.0396822,1,1,8,150
0.11639,1,1,9,150
0.570183,1,1,10,150
0.15954,1,1,10,151
0.0839554,1,1,11,151
0.152711,1,1,11,152
0.254913,2,0,11,152
0.0493704,2,0,10,152
0.0887967,2,0,10,153
0.102147,2,0,10,154
0.327185,2,0,10,155
0.452486,2,0,10,156
0.133786,2,0,10,157
0.581917,2,0,9,157
0.783094,2,0,9,158
0.217479,2,0,9,159
0.0507659,2,0,9,160
0.361901,2,0,8,160
0.144066,2,0,8,161
0.0102642,2,0,7,161
0.844265,2,0,7,162
0.0955304,2,0,7,163
0.0475378,2,0,7,164
0.0459121,2,0,7,165
0.68953,2,0,7,164
0.00648578,2,0,6,164
0.176184,2,0,5,164
0.306788,2,0,5,165
1.14743,2,0,4,165
0.491408,2,0,4,166
1.29003,2,0,4,167
0.242476,2,0,4,168
0.108447,2,0,4,169
0.137416,2,0,4,170
0.32724,2,0,4,171
0.322576,2,0,4,172
0.0561765,2,0,4,173
0.751743,2,0,4,174
0.628197,2,0,4,173
0.382044,2,0,3,173
0.0394026,2,0,3,174
1.36511,2,0,3,175
0.333201,2,0,3,174
0.0350638,2,0,3,173
0.00159561,2,0,2,173
0.156982,2,0,1,173
0.213272,2,0,1,174
0.387688,2,0,1,173
0.689494,2,0,1,174
1.9614,2,0,1,175
0.59149,2,0,1,174
0.130272,2,0,1,175
0.933887,1,1,1,175
0.519302,1,1,2,175
0.128314,1,1,3,175
0.113405,1,1,3,176
0.0163944,1,1,3,177
0.0995407,1,1,2,177
0.170622,1,1,3,177
0.0280395,1,1,4,177
0.208428,1,1,3,177
0.0347317,1,1,3,176
0.889868,1,1,3,177
0.297978,1,1,4,177
0.278334,1,1,5,177
0.00252538,1,1,5,178
0.284986,1,1,6,178
0.0248281,1,1,6,177
0.37933,1,1,6,178
0.0937473,1,1,7,178
0.0563463,1,1,7,179
0.396644,1,1,7,180
0.552159,2,0,7,180
0.0225649,2,0,7,181
0.017271,2,0,7,182
0.0750154,2,0,7,183
0.0451836,2,0,6,183
0.0187036,2,0,6,184
0.120837,2,0,5,184
0.348154,2,0,5,185
0.00813735,2,0,5,186
1.07806,2,0,4,186
0.826129,2,0,4,185
0.61979,2,0,3,185
0.0561763,2,0,3,184
0.0267595,2,0,3,185
0.994701,2,0,3,186
0.188087,2,0,3,187
0.241444,2,0,3,188
0.00718025,2,0,3,189
0.0194375,2,0,3,190
0.34092,2,0,2,190
2.19986,2,0,2,189
0.728936,2,0,2,188
0.820076,2,0,2,189
0.20414,2,0,2,190
0.0926953,2,0,1,190
3.87694,1,1,1,190
0.724699,1,1,2,190
0.262671,2,0,2,190
0.415568,2,0,2,189
0.216274,2,0,2,188
0.483268,2,0,1,188
1.92015,2,0,1,187
0.221105,2,0,0,187
0.402499,2,0,0,186
1.02685,1,1,0,186
0.0658565,1,1,1,186
0.129011,2,0,1,186
0.106837,2,0,1,185
0.166791,1,1,1,185
0.192015,1,1,0,185
0.0591819,1,1,1,185
0.345331,2,0,1,185
2.35736,2,0,1,184
2.59902,1,1,1,184
0.614249,2,0,1,184
0.156022,2,0,0,184
1.39784,1,1,0,184
0.165331,1,1,1,184
0.00116027,1,1,1,185
0.161539,1,1,2,185
0.231169,1,1,2,184
0.118208,1,1,3,184
0.0644733,2,0,3,184
0.623602,2,0,3,185
2.52907,2,0,2,185
0.946136,2,0,2,186
0.697349,2,0,2,187
0.204157,2,0,2,188
0.556372,2,0,2,189
1.03171,2,0,2,190
0.313101,2,0,1,190
0.0951656,2,0,1,191
0.0644384,2,0,1,190
1.22386,2,0,1,189
0.371217,2,0,1,190
0.453624,2,0,1,191
0.266584,2,0,1,192
1.08428,2,0,1,191
1.83122,2,0,1,190
0.490999,2,0,1,191
0.888227,2,0,1,190
0.0792238,2,0,1,189
1.42162,2,0,1,188
1.91354,2,0,1,189
4.16861,2,0,1,190
0.112627,2,0,1,189
0.403344,2,0,1,190
1.01071,2,0,1,189
1.02185,2,0,1,190
0.422341,2,0,1,189
1.82494,2,0,1,188
0.511813,2,0,1,187
0.820323,2,0,1,186
1.51534,2,0,0,186
1.00261,1,1,0,186
0.120087,1,1,1,186
0.219373,1,1,2,186
0.239746,1,1,2,187
0.390654,2,0,2,187
1.12305,2,0,1,187
0.0514878,2,0,1,186
0.103417,2,0,1,185
1.09745,2,0,1,184
1.80704,2,0,1,183
2.47478,2,0,1,184
0.435568,2,0,1,183
0.81846,2,0,1,184
0.0741205,2,0,0,184
0.546633,2,0,0,183
2.80639,2,0,0,182
0.772453,2,0,0,181
0.786469,2,0,0,180
1.11885,2,0,0,179
1.15382,2,0,0,178
2.27332,2,0,0,177
2.11637,2,0,0,176
0.253965,2,0,0,175
0.38828,2,0,0,174
1.01889,2,0,0,173
3.57464,1,1,0,173
0.0681212,1,1,1,173
0.268146,1,1,1,174
0.379454,1,1,2,174
0.245118,1,1,2,173
0.160692,1,1,2,172
0.149169,2,0,2,172
0.132527,2,0,2,173
1.8079,2,0,2,174
0.26189,2,0,2,175
0.213406,2,0,2,174
0.291765,2,0,2,175
0.303876,2,0,2,176
0.252455,2,0,2,177
0.0363601,2,0,1,177
0.137102,2,0,1,178
0.90254,2,0,0,178
1.85815,2,0,0,177
0.347386,2,0,0,176
1.61101,2,0,0,175
1.64462,2,0,0,174
3.72269,2,0,0,173
5.47496,2,0,0,172
0.638001,2,0,0,171
1.06862,2,0,0,170
3.53718,2,0,0,169
3.9044,2,0,0,168
4.21124,2,0,0,167
5.46054,2,0,0,166
1.26206,2,0,0,165
1.78589,2,0,0,164
0.453969,2,0,0,163
0.58874,2,0,0,162
7.56426,2,0,0,161
3.62773,2,0,0,160
1.2219,2,0,0,159
1.8301,1,1,0,159
0.258577,1,1,1,159
0.694924,1,1,1,158
0.234166,2,0,1,158
0.137708,2,0,1,159
1.81372,1,1,1,159
0.0252049,1,1,1,160
0.397873,1,1,2,160
0.362753,1,1,2,161
0.123597,1,1,3,161
0.199335,1,1,4,161
0.113567,1,1,5,161
0.00139353,2,0,5,161
0.0910965,2,0,4,161
0.868189,2,0,4,162
0.083981,2,0,4,163
0.148173,2,0,4,164
0.329152,2,0,3,164
1.8688,2,0,3,163
0.70928,2,0,3,164
0.357947,2,0,2,164
0.235259,2,0,1,164
1.97639,2,0,1,163
0.0547902,2,0,0,163
1.60301,2,0,0,162
0.182523,2,0,0,161
2.8954,2,0,0,160
9.52224,2,0,0,159
0.106032,2,0,0,158
2.17889,2,0,0,157
3.28833,2,0,0,156
2.6906,2,0,0,155
0.99204,1,1,0,155
0.425645,2,0,0,155
4.18787,2,0,0,154
0.257731,2,0,0,153
2.60328,2,0,0,152
7.9017,4,0,0,151
2.96245,4,0,0,150
0.0977106,4,0,0,149
0.511938,4,0,0,148
1.52178,4,0,0,147
0.0271412,3,1,0,147
0.272131,3,1,0,146
0.334481,4,0,0,146
0.233409,4,0,0,145
1.95478,4,0,0,144
2.72126,4,0,0,143
1.54908,4,0,0,142
1.63382,4,0,0,141
15.4206,4,0,0,140
2.59294,4,0,0,139
2.6287,4,0,0,138
3.47902,3,1,0,138
0.293552,3,1,1,138
0.16188,3,1,2,138
0.0698731,3,1,3,138
0.0627561,3,1,4,138
0.0161381,3,1,5,138
0.108777,4,0,5,138
0.16319,4,0,5,139
0.324706,4,0,5,140
0.029919,4,0,5,141
0.0459981,4,0,5,142
0.136481,4,0,5,143
0.191724,4,0,4,143
0.474328,4,0,4,144
0.277737,4,0,4,145
0.775448,4,0,4,146
0.580272,4,0,3,146
0.315027,4,0,2,146
2.56362,4,0,2,147
2.48884,4,0,1,147
2.90318,4,0,1,148
2.36399,4,0,1,147
0.591592,4,0,0,147
0.528037,4,0,0,146
0.306164,4,0,0,145
0.800479,4,0,0,144
2.19109,4,0,0,143
3.97866,4,0,0,142
0.589408,4,0,0,141
3.01576,3,1,0,141
0.125643,3,1,1,141
0.309236,3,1,2,141
0.0592596,3,1,3,141
0.145481,3,1,4,141
0.180505,3,1,5,141
0.0690898,3,1,5,142
0.0571409,3,1,5,143
0.11029,3,1,6,143
0.00490208,3,1,7,143
0.153116,3,1,7,144
0.544979,3,1,8,144
0.0120654,3,1,8,145
0.0728671,3,1,8,146
0.608734,4,0,8,146
0.0398802,4,0,8,147
1.30982,4,0,8,148
0.267402,4,0,8,149
0.26044,4,0,8,150
0.305265,4,0,8,151
1.61916,4,0,8,152
0.0178886,4,0,8,153
0.0175518,4,0,8,154
0.28207,4,0,8,155
0.299238,4,0,7,155
0.637869,4,0,7,156
0.833111,4,0,6,156
0.190476,4,0,6,155
0.574868,4,0,6,156
0.192672,4,0,6,155
0.837256,4,0,6,154
0.101602,4,0,6,155
0.910222,4,0,6,156
0.305294,4,0,6,155
0.598459,4,0,6,156
0.557672,4,0,5,156
0.258689,4,0,4,156
1.18573,4,0,3,156
0.0101379,4,0,3,157
0.656235,4,0,3,156
0.444792,4,0,3,157
0.148896,4,0,3,158
0.311003,4,0,3,159
0.375079,4,0,3,160
0.829991,4,0,3,159
0.220408,4,0,3,160
0.781877,4,0,3,159
0.229168,4,0,3,158
0.280897,4,0,3,157
7.48546e-05,4,0,3,158
0.303906,4,0,3,159
0.287459,4,0,3,160
0.598439,4,0,3,159
0.17898,4,0,2,159
0.133458,4,0,2,158
1.02386,4,0,2,159
1.11559,4,0,2,158
1.22243,4,0,2,159
0.207114,4,0,2,160
0.0234084,4,0,1,160
1.44654,4,0,1,159
0.448984,4,0,1,160
1.10027,4,0,0,160
1.12181,4,0,0,159
10.7215,3,1,0,159
0.126083,3,1,1,159
0.313599,3,1,2,159
0.116591,4,0,2,159
1.87137,4,0,2,160
0.144346,4,0,2,161
0.100971,4,0,1,161
1.57173,4,0,1,160
4.69885,4,0,1,161
0.105067,4,0,1,162
1.17391,4,0,1,163
0.369301,4,0,1,164
1.55722,4,0,1,163
0.427791,4,0,1,164
0.144951,4,0,1,165
0.899667,4,0,0,165
4.19464,4,0,0,164
7.74348,4,0,0,163
0.47001,4,0,0,162
2.80218,4,0,0,161
1.31631,4,0,0,160
2.90456,4,0,0,159
0.681468,4,0,0,158
1.29109,4,0,0,157
4.67563,4,0,0,156
0.0774996,4,0,0,155
0.00694009,4,0,0,154
0.441018,4,0,0,153
0.30359,4,0,0,152
12.1635,4,0,0,151
0.142224,4,0,0,150
0.0483676,4,0,0,149
1.16125,4,0,0,148
1.90397,4,0,0,147
1.13752,4,0,0,146
0.396792,4,0,0,145
3.09067,4,0,0,144
6.27402,4,0,0,143
2.41767,3,1,0,143
0.60805,4,0,0,143
0.717289,4,0,0,142
0.664312,3,1,0,142
0.0434991,3,1,1,142
0.17009,3,1,2,142
0.0203071,3,1,3,142
0.17814,3,1,4,142
0.479939,3,1,5,142
0.00945566,3,1,5,143
0.282045,3,1,6,143
0.57596,3,1,7,143
0.0904745,3,1,8,143
0.0713973,4,0,8,143
0.305497,4,0,8,144
0.342818,4,0,8,145
0.106226,4,0,8,146
0.318879,4,0,7,146
0.85078,4,0,7,147
0.124805,4,0,6,147
0.276514,4,0,5,147
0.87795,4,0,5,148
0.125044,4,0,5,149
0.304686,3,1,5,149
0.0193557,3,1,6,149
0.1787,3,1,7,149
0.0361804,3,1,7,148
0.196551,3,1,6,148
0.113051,3,1,6,149
0.158585,3,1,6,150
0.0611067,3,1,7,150
0.184279,3,1,7,151
1.36299,4,0,7,151
0.0863804,4,0,6,151
0.475537,4,0,5,151
0.0647384,4,0,5,152
0.238207,4,0,5,153
0.0219077,4,0,5,152
0.521623,4,0,5,151
0.444923,4,0,5,152
0.462586,4,0,5,153
0.121156,4,0,5,154
0.338198,4,0,5,155
0.325809,4,0,5,156
0.148891,4,0,5,155
0.119455,4,0,5,156
0.364819,4,0,5,157
0.587413,4,0,4,157
0.702315,4,0,4,158
0.298213,4,0,4,159
0.299791,4,0,4,160
0.121618,4,0,4,161
1.26391,4,0,4,162
0.608894,4,0,4,161
0.510972,4,0,4,162
0.172484,4,0,4,163
0.384014,4,0,4,164
0.491399,4,0,4,165
0.184278,4,0,4,166
0.0718666,4,0,4,167
0.061656,4,0,4,168
0.475489,4,0,4,169
0.827667,4,0,4,170
0.00364846,4,0,4,171
0.35284,4,0,3,171
0.0449716,4,0,3,172
0.0781425,4,0,3,173
0.385456,4,0,3,174
0.1961,4,0,3,175
0.0551979,4,0,3,176
0.788887,4,0,3,177
0.0621669,4,0,2,177
1.97786,4,0,1,177
0.438861,4,0,1,176
0.557322,4,0,0,176
3.57099,4,0,0,175
1.7053,3,1,0,175
0.0551664,3,1,1,175
0.613125,3,1,2,175
0.000869564,3,1,3,175
0.0600602,4,0,3,175
0.0893645,4,0,3,174
0.96732,4,0,3,175
0.773658,4,0,3,176
0.409665,4,0,3,177
1.63587,4,0,3,178
0.452111,4,0,3,179
0.648093,4,0,2,179
0.437878,4,0,2,180
0.0645832,4,0,2,179
0.403904,4,0,2,180
0.163259,4,0,2,179
0.0945206,4,0,2,178
1.77444,4,0,1,178
1.52056,4,0,1,177
1.1092,4,0,0,177
0.599012,4,0,0,176
1.26911,4,0,0,175
0.959313,4,0,0,174
4.87358,4,0,0,173
0.926988,4,0,0,172
0.928815,4,0,0,171
1.1263,4,0,0,170
1.52311,4,0,0,169
2.77079,4,0,0,168
0.665119,4,0,0,167
2.02367,4,0,0,166
5.28038,3,1,0,166
0.457678,3,1,1,166
0.531251,3,1,2,166
0.562129,3,1,3,166
0.011936,4,0,3,166
0.116885,4,0,2,166
0.901096,3,1,2,166
0.218075,3,1,3,166
0.0501276,4,0,3,166
3.01444,4,0,3,167
1.31585,4,0,3,166
0.167465,4,0,3,167
0.177594,4,0,3,166
2.53502,4,0,3,165
0.168578,4,0,3,166
0.131595,4,0,3,167
0.248343,4,0,3,168
0.332405,4,0,3,167
0.779282,4,0,3,168
1.08473,4,0,3,167
0.19559,4,0,2,167
0.6351,4,0,2,168
1.09364,4,0,2,169
0.433076,4,0,1,169
1.11393,4,0,1,168
0.0464353,4,0,0,168
0.010688,4,0,0,167
0.259237,4,0,0,166
0.812225,4,0,0,165
1.08063,4,0,0,164
3.93743,4,0,0,163
2.94722,4,0,0,162
1.25895,3,1,0,162
0.0421383,3,1,1,162
0.265267,3,1,2,162
0.311203,3,1,3,162
0.29522,3,1,3,163
0.0320846,3,1,2,163
0.180532,3,1,2,164
0.0614624,3,1,3,164
0.0659235,3,1,4,164
0.0265123,3,1,5,164
0.263402,3,1,5,163
0.163777,3,1,6,163
0.225206,3,1,5,163
0.124687,3,1,6,163
0.997276,3,1,6,164
0.172861,3,1,5,164
0.436945,3,1,5,165
0.477489,3,1,6,165
0.91429,3,1,5,165
0.109168,3,1,5,166
0.0905029,4,0,5,166
0.077737,4,0,5,165
1.91173,4,0,5,166
0.752766,4,0,4,166
0.0370944,4,0,4,167
0.267254,4,0,4,168
0.423131,4,0,4,169
0.014065,4,0,3,169
0.178688,4,0,2,169
0.404148,4,0,1,169
2.62536,4,0,1,168
0.0794933,4,0,1,167
0.142124,4,0,0,167
1.40122,4,0,0,166
9.6413,4,0,0,165
0.00273279,4,0,0,164
10.2488,4,0,0,163
2.08078,4,0,0,162
8.20387,4,0,0,161
0.463842,4,0,0,160
0.586933,4,0,0,159
0.116654,4,0,0,158
6.01554,3,1,0,158
0.0700857,4,0,0,158
2.4073,4,0,0,157
1.86613,4,0,0,156
5.20991,4,0,0,155
8.77158,4,0,0,154
0.652639,4,0,0,153
0.837838,3,1,0,153
0.4523,3,1,1,153
0.343298,3,1,2,153
0.016479,2,2,2,153
0.0357542,2,2,3,153
0.261855,3,1,3,153
0.112212,3,1,4,153
0.00381749,3,1,5,153
0.414702,3,1,6,153
0.417984,3,1,6,154
0.0166395,3,1,7,154
0.0486296,3,1,7,155
0.117502,3,1,8,155
0.125901,4,0,8,155
0.0828976,4,0,7,155
0.123444,4,0,7,156
0.313917,4,0,7,157
0.716931,4,0,7,158
0.0873504,4,0,7,159
0.128486,4,0,7,160
0.530046,4,0,6,160
0.979142,4,0,6,161
0.257611,4,0,6,162
0.0887828,4,0,6,163
0.566506,4,0,6,164
0.193064,4,0,6,165
0.0429992,4,0,6,164
0.421628,4,0,5,164
0.154228,4,0,5,165
1.0397,4,0,4,165
0.52267,4,0,3,165
0.00845318,4,0,3,166
0.393889,4,0,3,167
1.4156,4,0,3,166
0.403964,4,0,2,166
0.233819,4,0,1,166
0.933146,4,0,1,165
0.341645,4,0,1,166
0.363321,4,0,1,165
0.606626,4,0,1,166
1.01891,4,0,0,166
3.94461,4,0,0,165
3.07962,4,0,0,164
0.873694,4,0,0,163
0.0276249,4,0,0,162
1.81091,4,0,0,161
0.291933,4,0,0,160
0.505593,4,0,0,159
2.6531,4,0,0,158
3.91063,4,0,0,157
3.27019,3,1,0,157
0.178968,3,1,1,157
0.422607,3,1,2,157
1.14527,4,0,2,157
2.44935,4,0,2,156
2.78229,3,1,2,156
0.194484,3,1,2,157
0.462878,3,1,2,158
0.0600134,3,1,1,158
0.228104,3,1,2,158
0.0196199,3,1,3,158
0.244667,3,1,4,158
0.102382,3,1,5,158
0.0146979,3,1,6,158
0.0278523,3,1,6,159
0.0161332,3,1,6,160
0.0576171,3,1,7,160
0.00755161,3,1,8,160
0.00342549,3,1,8,161
0.404758,3,1,9,161
0.00440734,3,1,10,161
0.385145,3,1,10,162
0.064175,4,0,10,162
0.232546,4,0,9,162
0.215672,4,0,8,162
0.0421431,3,1,8,162
0.0999977,3,1,8,163
0.0766792,3,1,9,163
0.0139867,3,1,9,164
0.058137,3,1,9,165
0.197813,3,1,10,165
0.251166,3,1,11,165
0.0203436,3,1,10,165
0.107029,3,1,10,166
0.0454624,3,1,10,167
0.252208,3,1,9,167
0.153673,3,1,9,168
0.0763544,3,1,9,167
0.0098804,3,1,10,167
0.051543,3,1,11,167
0.153303,3,1,12,167
0.0893713,3,1,12,168
0.254037,3,1,12,169
0.170945,3,1,13,169
0.346741,3,1,13,168
0.00595153,3,1,14,168
0.154645,3,1,13,168
0.0221505,3,1,14,168
0.00586744,3,1,14,169
0.155271,3,1,14,168
0.481784,3,1,13,168
0.0352847,3,1,13,169
0.00960015,3,1,14,169
0.309013,3,1,14,170
0.0158178,3,1,15,170
0.00937768,3,1,15,171
0.00279234,3,1,16,171
0.0982877,3,1,16,172
0.12875,3,1,17,172
0.013989,3,1,17,173
0.0883366,3,1,16,173
0.258976,3,1,16,174
0.113677,3,1,16,175
0.0203388,3,1,15,175
0.160212,3,1,15,176
0.121709,3,1,16,176
0.0171655,3,1,16,177
0.161051,3,1,15,177
0.0722865,3,1,15,178
0.0418943,3,1,16,178
0.189828,3,1,17,178
0.097125,3,1,17,179
0.139902,3,1,16,179
0.211939,3,1,17,179
