time,A:gene off,A:gene on,A:mRNA,A:protein
0.078125,3,1,1,179
0.136423,3,1,2,179
0.475827,3,1,2,180
0.0239903,3,1,3,180
0.154461,3,1,4,180
0.162295,3,1,5,180
0.0767587,3,1,6,180
0.0961436,3,1,7,180
0.0181422,3,1,7,181
0.0898179,3,1,7,182
0.0821497,3,1,7,183
0.303156,3,1,8,183
0.0561993,3,1,8,184
0.0933168,4,0,8,184
0.818944,4,0,7,184
0.733662,4,0,7,185
0.354613,4,0,6,185
0.230952,4,0,6,186
0.125496,4,0,6,187
0.134989,4,0,6,188
0.302926,4,0,6,189
0.0468126,4,0,6,190
0.80545,4,0,6,191
0.0558072,4,0,6,192
0.192494,4,0,6,191
0.761474,4,0,6,192
0.601234,4,0,6,191
0.694357,4,0,6,192
0.399223,4,0,6,193
0.04565,4,0,6,194
0.0340952,4,0,6,193
0.034273,4,0,6,194
0.128518,4,0,6,195
1.23947,4,0,5,195
0.400902,4,0,4,195
0.789508,4,0,4,196
0.06837,3,1,4,196
0.185175,3,1,4,197
0.0271588,3,1,4,198
0.179408,3,1,5,198
0.0998622,3,1,6,198
0.0155499,4,0,6,198
0.223123,4,0,6,199
0.365503,4,0,6,200
0.0757237,4,0,5,200
0.34367,4,0,4,200
0.187948,4,0,3,200
0.311485,4,0,3,201
0.806222,4,0,3,202
1.1478,4,0,3,203
0.0289626,4,0,3,204
0.445734,4,0,3,205
0.158349,4,0,3,206
0.14274,4,0,3,207
2.78858,4,0,3,206
0.578417,3,1,3,206
0.107058,3,1,3,205
0.00229835,3,1,4,205
0.129078,3,1,4,206
0.11237,3,1,5,206
0.0163858,3,1,5,205
0.0873703,4,0,5,205
0.419562,4,0,5,206
0.641754,4,0,4,206
0.523354,3,1,4,206
0.464756,3,1,4,207
0.0253685,3,1,5,207
0.0851772,3,1,6,207
0.487901,3,1,7,207
0.273432,3,1,6,207
0.10729,3,1,5,207
0.131266,3,1,4,207
0.114067,3,1,5,207
0.65107,3,1,6,207
0.154927,3,1,7,207
0.0647906,3,1,7,208
0.0787333,3,1,7,209
0.453941,3,1,8,209
0.433983,3,1,8,210
0.0227803,3,1,8,209
0.0256171,3,1,9,209
0.0156562,3,1,9,210
0.352723,3,1,10,210
0.73163,4,0,10,210
0.218186,4,0,9,210
0.0933911,4,0,8,210
0.70459,4,0,8,211
0.0075186,4,0,8,212
0.103076,4,0,8,211
0.360539,4,0,8,212
0.0411012,4,0,8,211
0.308512,4,0,8,212
0.604457,4,0,8,213
0.106725,3,1,8,213
0.0486348,3,1,8,214
0.396305,3,1,8,215
0.20757,3,1,9,215
0.0133697,4,0,9,215
0.0785489,4,0,9,214
0.167457,4,0,8,214
0.0524278,4,0,8,215
0.273847,4,0,8,216
0.333689,4,0,8,215
0.381589,4,0,8,216
0.00135103,4,0,7,216
0.205674,4,0,7,215
0.182177,4,0,7,216
0.177039,4,0,7,217
0.0201572,4,0,7,218
0.130166,4,0,7,219
0.0933632,4,0,6,219
0.259416,4,0,6,220
0.833893,4,0,6,219
0.590983,4,0,6,220
0.807074,4,0,6,221
0.135404,4,0,6,222
0.0763175,4,0,6,223
0.61472,4,0,5,223
0.200511,4,0,5,224
0.00898676,4,0,5,225
0.894253,4,0,5,226
0.469787,4,0,5,227
0.259475,4,0,5,228
0.377816,4,0,5,229
0.135982,4,0,5,230
0.0512909,4,0,5,229
0.414408,4,0,5,230
0.159817,4,0,5,231
0.149693,4,0,4,231
0.180196,4,0,4,232
0.619789,4,0,4,231
1.10943,4,0,4,232
0.65983,4,0,4,233
0.332097,4,0,4,234
0.150567,4,0,4,235
0.178974,4,0,4,234
0.279861,4,0,4,235
0.0793664,4,0,4,236
0.0711062,4,0,4,237
0.157867,4,0,4,238
0.213883,4,0,3,238
0.404135,4,0,3,239
0.961766,4,0,2,239
0.709912,4,0,2,240
0.0625548,3,1,2,240
0.020211,3,1,3,240
0.234892,3,1,3,241
0.102891,4,0,3,241
0.634571,4,0,3,242
0.041557,4,0,2,242
0.502168,4,0,2,241
0.699603,4,0,2,240
0.103873,4,0,1,240
0.104854,4,0,0,240
0.227471,4,0,0,239
1.08353,4,0,0,238
2.94321,4,0,0,237
0.37504,4,0,0,236
0.0595745,4,0,0,235
0.136882,4,0,0,234
3.41878,4,0,0,233
2.15957,4,0,0,232
0.132706,4,0,0,231
1.30438,4,0,0,230
0.00745961,4,0,0,229
0.533445,4,0,0,228
0.631158,3,1,0,228
0.27339,3,1,1,228
0.518012,3,1,1,229
1.16677,3,1,0,229
0.157024,3,1,1,229
0.104087,4,0,1,229
3.85138,4,0,1,228
1.05855,4,0,1,227
2.88187,4,0,1,228
0.787468,4,0,1,227
0.848613,4,0,1,226
0.184249,4,0,1,225
0.350202,4,0,1,224
0.589306,3,1,1,224
0.258203,3,1,2,224
0.0279996,4,0,2,224
0.0941068,4,0,2,225
0.453371,4,0,2,224
0.712503,4,0,1,224
1.41034,4,0,1,223
0.0847664,3,1,1,223
0.146806,3,1,1,222
0.101242,3,1,1,221
0.190097,4,0,1,221
2.68596,3,1,1,221
0.0464319,3,1,2,221
0.551314,4,0,2,221
0.770891,4,0,2,222
0.898363,4,0,2,223
0.322093,4,0,2,224
0.406008,4,0,2,223
0.512176,4,0,2,222
0.369442,4,0,1,222
0.0754878,4,0,1,223
1.63663,4,0,0,223
2.80834,4,0,0,222
0.955743,4,0,0,221
0.697008,4,0,0,220
2.44797,4,0,0,219
1.94867,4,0,0,218
1.2,4,0,0,217
0.239863,4,0,0,216
0.0224369,4,0,0,215
0.847765,4,0,0,214
0.459371,4,0,0,213
1.4559,4,0,0,212
0.53325,4,0,0,211
2.27121,4,0,0,210
0.0784699,4,0,0,209
1.80175,4,0,0,208
0.664863,4,0,0,207
0.908402,4,0,0,206
0.379133,4,0,0,205
0.250487,4,0,0,204
2.19432,4,0,0,203
4.51316,4,0,0,202
1.13597,4,0,0,201
2.97744,4,0,0,200
2.27176,4,0,0,199
0.116524,4,0,0,198
1.08294,4,0,0,197
1.26683,4,0,0,196
1.0261,4,0,0,195
0.862043,4,0,0,194
0.175554,4,0,0,193
6.68524,4,0,0,192
2.71602,4,0,0,191
0.649097,4,0,0,190
1.23094,4,0,0,189
7.23555,4,0,0,188
0.0677821,4,0,0,187
2.37055,4,0,0,186
0.29247,4,0,0,185
0.18652,4,0,0,184
0.557534,4,0,0,183
1.83331,4,0,0,182
0.663018,4,0,0,181
0.372341,3,1,0,181
0.0660875,3,1,0,180
0.375649,3,1,1,180
0.507108,3,1,2,180
0.595389,3,1,3,180
0.167157,3,1,4,180
0.684597,4,0,4,180
0.0589464,4,0,3,180
0.314817,4,0,3,181
0.816179,4,0,2,181
0.728902,4,0,2,182
0.88482,3,1,2,182
0.192612,3,1,3,182
0.0640256,3,1,3,181
0.244057,3,1,4,181
0.21878,3,1,5,181
0.103952,3,1,6,181
0.118961,3,1,7,181
0.0713772,3,1,8,181
0.0787467,4,0,8,181
0.0861355,3,1,8,181
0.126891,3,1,8,180
0.262733,3,1,7,180
0.0389546,3,1,7,181
0.0988709,3,1,8,181
0.0609089,3,1,9,181
0.0488098,3,1,9,182
0.0326712,3,1,10,182
0.179341,3,1,9,182
0.290545,3,1,9,183
0.0691283,3,1,8,183
0.140646,3,1,8,184
0.025334,3,1,8,185
0.0126134,3,1,8,186
0.194828,3,1,8,187
0.0187098,3,1,7,187
0.0534067,3,1,7,188
0.0163778,3,1,8,188
0.112071,3,1,9,188
0.036724,3,1,9,189
0.0314039,3,1,10,189
0.024874,3,1,11,189
0.0668664,3,1,12,189
0.137162,3,1,12,190
0.328947,3,1,13,190
0.126089,3,1,12,190
0.319784,3,1,12,191
0.0403526,3,1,12,192
0.210471,3,1,13,192
0.37983,3,1,13,193
0.011301,3,1,13,194
0.00309451,3,1,12,194
0.229584,3,1,12,195
0.00339826,3,1,11,195
0.0212486,3,1,11,196
0.102984,3,1,12,196
0.17474,3,1,12,197
0.219157,3,1,13,197
0.113459,3,1,13,198
0.0585835,3,1,14,198
0.0940433,3,1,14,199
0.0840555,3,1,14,200
0.129562,3,1,14,201
0.184214,3,1,14,202
0.0984166,3,1,15,202
0.152874,3,1,14,202
0.00529159,3,1,14,203
0.0118406,3,1,14,204
0.00239168,4,0,14,204
0.0740523,4,0,14,205
0.00242083,4,0,13,205
0.377725,4,0,13,206
0.15957,4,0,13,207
0.380103,4,0,13,208
0.410799,4,0,12,208
0.116531,4,0,11,208
0.179531,4,0,11,209
0.0499521,4,0,11,210
0.0108118,4,0,10,210
0.186512,4,0,10,211
0.372085,4,0,9,211
0.0146293,4,0,9,212
0.214961,4,0,8,212
0.0256273,4,0,8,213
0.266865,4,0,8,214
0.151844,4,0,8,215
0.274386,3,1,8,215
0.137629,3,1,9,215
0.185702,3,1,9,216
0.0296645,3,1,8,216
0.114556,3,1,8,217
0.0409427,3,1,8,218
0.385301,3,1,8,217
0.133952,3,1,9,217
0.0824916,4,0,9,217
0.0468196,4,0,9,218
0.234979,4,0,8,218
0.197903,4,0,8,217
0.239723,4,0,8,218
0.0462869,3,1,8,218
0.268228,3,1,9,218
0.370136,3,1,10,218
0.0180482,4,0,10,218
0.094319,4,0,10,219
0.11396,4,0,9,219
0.270427,4,0,9,220
0.371616,4,0,8,220
0.0766043,4,0,8,221
0.0821183,4,0,8,222
0.145335,4,0,8,223
0.451142,4,0,8,224
0.0453924,4,0,8,225
0.0649839,4,0,8,224
0.386663,4,0,8,223
0.0734411,4,0,7,223
0.255616,4,0,7,222
0.584563,3,1,7,222
0.0995794,3,1,8,222
0.536517,3,1,8,223
0.0397294,3,1,8,224
0.0485153,3,1,7,224
0.120648,3,1,6,224
0.112591,3,1,7,224
0.262288,3,1,8,224
0.314937,3,1,9,224
0.221072,3,1,10,224
0.0738416,3,1,10,223
0.109121,3,1,10,224
0.0983169,3,1,10,225
0.0181964,3,1,11,225
0.145563,4,0,11,225
0.131897,4,0,10,225
0.136348,4,0,10,226
0.276476,4,0,9,226
0.409291,4,0,9,227
0.472401,4,0,9,228
0.16684,4,0,8,228
0.132022,4,0,7,228
0.24454,4,0,7,227
0.604311,4,0,7,228
0.0585433,4,0,6,228
0.0720609,4,0,6,229
0.87524,4,0,6,228
0.233041,4,0,5,228
0.176674,4,0,5,229
0.592302,4,0,5,230
0.519932,4,0,5,231
0.0947206,4,0,5,232
0.342937,4,0,5,231
0.380112,4,0,5,232
0.114518,4,0,4,232
0.271462,4,0,4,233
0.300944,4,0,4,234
0.304501,4,0,4,235
0.147684,4,0,4,236
0.229814,4,0,4,237
0.175776,4,0,4,236
0.204881,3,1,4,236
0.0574478,3,1,4,237
0.131079,3,1,5,237
0.10269,4,0,5,237
0.562768,4,0,5,238
0.364456,4,0,4,238
0.880564,4,0,4,239
0.593697,4,0,4,240
0.597862,4,0,4,241
0.591636,4,0,3,241
0.227921,4,0,3,242
0.219488,4,0,3,243
0.723236,4,0,3,244
1.54162,4,0,3,245
0.720828,4,0,2,245
0.168785,4,0,1,245
0.311252,4,0,0,245
0.0795363,4,0,0,244
3.37981,4,0,0,243
1.74971,4,0,0,242
0.136603,4,0,0,241
0.471839,4,0,0,240
0.420743,4,0,0,239
0.134328,4,0,0,238
0.937913,4,0,0,237
3.08578,4,0,0,236
1.76795,4,0,0,235
2.7451,4,0,0,234
5.92965,4,0,0,233
1.13051,4,0,0,232
1.40142,4,0,0,231
6.12785,4,0,0,230
0.707538,4,0,0,229
0.635202,4,0,0,228
0.783206,4,0,0,227
1.01117,3,1,0,227
0.20004,3,1,1,227
0.298634,3,1,1,226
0.100367,3,1,1,225
0.227084,3,1,2,225
0.574371,3,1,3,225
0.541165,3,1,4,225
0.0132292,3,1,5,225
0.0973442,3,1,4,225
0.214829,3,1,4,224
0.0895696,3,1,5,224
0.26502,3,1,5,225
0.894631,3,1,6,225
0.193072,3,1,7,225
0.0973987,3,1,6,225
0.0962151,3,1,6,226
0.0515405,3,1,6,227
0.278688,3,1,5,227
0.40264,3,1,5,228
0.207521,3,1,6,228
0.132053,4,0,6,228
0.144935,4,0,6,229
0.932411,4,0,6,230
0.0224086,4,0,6,231
0.0160802,4,0,5,231
0.0822118,4,0,5,232
0.189955,4,0,5,233
2.76207,4,0,4,233
1.26562,4,0,4,232
0.180234,4,0,4,231
0.0766688,4,0,4,230
0.430372,4,0,4,231
0.282413,4,0,4,232
0.0802013,4,0,3,232
1.3865,4,0,3,233
0.0983468,4,0,3,234
0.3274,4,0,3,235
0.339948,4,0,3,234
0.302149,4,0,3,235
0.155757,4,0,3,234
0.356227,4,0,3,235
0.0580276,4,0,2,235
1.2769,4,0,2,234
0.894797,4,0,1,234
0.549971,4,0,1,233
0.106028,4,0,1,232
0.00361137,4,0,1,231
0.179931,4,0,1,232
0.313397,4,0,1,231
0.699041,4,0,1,230
1.15721,4,0,1,229
0.394456,4,0,1,230
0.95085,4,0,0,230
1.06788,4,0,0,229
0.802922,4,0,0,228
1.28698,4,0,0,227
0.267611,4,0,0,226
2.23219,4,0,0,225
1.59804,3,1,0,225
0.0991947,4,0,0,225
1.34253,3,1,0,225
0.485322,3,1,1,225
0.0320872,3,1,2,225
0.272231,3,1,2,224
0.0110529,3,1,3,224
0.500574,3,1,4,224
0.045167,3,1,5,224
0.29111,4,0,5,224
0.110809,4,0,5,225
0.160656,4,0,5,226
0.3078,4,0,5,227
0.401185,4,0,5,228
0.0605589,4,0,5,227
0.752711,4,0,5,228
0.422239,4,0,5,229
0.298568,4,0,5,230
0.400789,4,0,5,229
0.50415,4,0,5,230
0.429946,4,0,5,231
0.951882,4,0,5,230
0.626812,4,0,5,229
0.5135,4,0,5,230
0.353021,4,0,5,231
0.273373,4,0,5,232
0.00633848,4,0,4,232
0.412335,4,0,4,233
0.0679693,4,0,4,234
0.115199,4,0,4,233
0.160004,4,0,4,232
1.63033,4,0,4,233
0.419407,4,0,4,234
0.612853,4,0,4,235
0.0617836,4,0,4,236
0.204123,4,0,4,237
0.529198,4,0,4,238
0.690515,4,0,4,237
0.0338534,4,0,4,236
0.162188,4,0,4,237
0.506629,4,0,4,236
0.156828,4,0,4,237
0.595621,4,0,4,238
0.376192,4,0,4,237
0.131054,4,0,3,237
0.834158,4,0,3,236
0.518843,4,0,3,237
1.85788,4,0,2,237
0.473747,4,0,1,237
2.50166,3,1,1,237
0.138019,3,1,2,237
0.183295,3,1,3,237
0.196191,3,1,3,236
0.251192,3,1,4,236
0.0435917,3,1,3,236
0.557568,3,1,4,236
0.20503,3,1,4,237
0.0100962,4,0,4,237
0.205583,4,0,4,238
1.36959,4,0,4,237
0.253649,4,0,4,238
0.125075,4,0,4,239
0.501504,4,0,4,240
0.0203325,4,0,3,240
0.58314,4,0,2,240
2.5352,4,0,2,239
1.49557,4,0,2,240
0.656316,4,0,2,241
0.319233,4,0,2,242
0.0399479,4,0,2,243
0.203,4,0,2,244
0.501818,4,0,1,244
0.707614,3,1,1,244
0.350371,3,1,2,244
0.240778,3,1,3,244
0.106692,4,0,3,244
1.4365,4,0,3,243
0.582704,4,0,3,242
0.131263,4,0,3,243
0.4542,4,0,3,244
1.19898,4,0,3,245
0.228576,4,0,2,245
0.322306,4,0,1,245
1.15665,4,0,0,245
0.699013,4,0,0,244
0.0748944,4,0,0,243
4.59471,4,0,0,242
0.704476,3,1,0,242
0.0586102,3,1,1,242
0.183787,3,1,2,242
0.124032,3,1,3,242
0.272742,3,1,2,242
0.0761023,3,1,3,242
0.0103464,4,0,3,242
0.02426,4,0,3,241
0.566999,4,0,3,242
0.816772,4,0,2,242
0.622248,4,0,2,241
0.285838,4,0,2,242
0.876295,4,0,2,241
1.6069,4,0,2,240
0.807694,4,0,2,241
0.21689,4,0,2,240
0.864124,4,0,2,239
0.155079,4,0,2,238
0.593026,4,0,2,239
0.1243,4,0,2,240
0.318062,4,0,2,241
0.537155,4,0,2,242
0.730939,4,0,2,243
0.189365,4,0,2,244
1.26865,4,0,2,245
0.429674,4,0,2,246
0.329886,4,0,2,247
0.12785,4,0,1,247
2.17286,4,0,1,248
0.0798892,4,0,0,248
0.881727,4,0,0,247
1.26176,4,0,0,246
0.0389908,4,0,0,245
0.446186,4,0,0,244
0.587739,3,1,0,244
0.045725,3,1,1,244
0.5821,3,1,1,245
0.0108494,3,1,1,244
0.0847895,3,1,1,245
0.0388196,3,1,2,245
0.37487,3,1,3,245
0.367602,3,1,3,244
0.555531,3,1,4,244
0.526482,3,1,4,245
0.20155,3,1,4,246
0.298241,4,0,4,246
0.572107,4,0,4,245
0.0788691,4,0,4,244
0.021518,4,0,3,244
1.87558,4,0,3,243
0.772155,4,0,2,243
0.587034,4,0,2,242
0.379016,4,0,2,243
0.352795,4,0,2,242
0.416264,4,0,1,242
2.74347,4,0,1,243
0.212088,4,0,1,242
0.62543,4,0,1,241
1.84609,4,0,0,241
0.907298,4,0,0,240
2.51828,4,0,0,239
2.61594,4,0,0,238
0.113978,4,0,0,237
1.48116,4,0,0,236
0.0419819,4,0,0,235
2.2509,4,0,0,234
0.486542,4,0,0,233
0.978961,4,0,0,232
0.442696,4,0,0,231
1.60025,4,0,0,230
1.65256,3,1,0,230
0.0204046,4,0,0,230
1.35928,4,0,0,229
2.94097,4,0,0,228
0.135316,4,0,0,227
0.82302,4,0,0,226
0.351539,4,0,0,225
1.28576,4,0,0,224
2.04658,4,0,0,223
3.77998,4,0,0,222
1.74088,4,0,0,221
1.36938,3,1,0,221
0.394231,3,1,0,220
0.129416,3,1,1,220
0.35497,3,1,1,219
0.0125142,3,1,2,219
0.0762417,3,1,3,219
0.451647,3,1,4,219
0.229836,3,1,4,218
0.215621,3,1,3,218
0.197965,3,1,4,218
0.336455,3,1,5,218
0.192847,3,1,6,218
0.237717,3,1,6,219
0.0564471,3,1,7,219
0.157583,3,1,7,220
0.207399,3,1,7,219
0.101528,3,1,7,220
0.0170329,3,1,7,221
0.0520468,3,1,7,220
0.0446789,3,1,7,221
0.0167777,3,1,6,221
0.0504667,3,1,6,222
0.0338676,3,1,5,222
0.319166,4,0,5,222
0.0515583,4,0,5,223
0.688663,4,0,4,223
0.626796,4,0,4,222
0.680561,4,0,4,223
0.658654,4,0,4,222
0.413967,4,0,3,222
0.248533,4,0,3,223
0.0426313,4,0,2,223
0.0342174,4,0,2,224
1.81257,3,1,2,224
0.468738,3,1,3,224
0.0429875,3,1,4,224
0.179687,3,1,5,224
0.00121144,3,1,5,223
0.206302,3,1,6,223
0.313475,3,1,7,223
0.183929,4,0,7,223
0.167098,4,0,6,223
0.0117658,4,0,6,224
0.0292399,4,0,5,224
0.248158,4,0,4,224
0.356472,4,0,3,224
0.96885,4,0,3,225
0.095663,4,0,3,224
0.25469,4,0,3,225
0.377079,4,0,3,226
0.545383,4,0,2,226
0.297396,4,0,2,225
0.300115,4,0,2,224
0.54401,4,0,2,225
0.287987,4,0,2,224
0.63523,4,0,2,223
0.594043,4,0,2,224
0.189017,4,0,1,224
0.453411,4,0,1,225
0.870436,4,0,0,225
0.867115,4,0,0,224
3.19999,4,0,0,223
1.28683,3,1,0,223
0.228691,3,1,0,222
0.0936587,3,1,1,222
0.416075,3,1,2,222
0.365055,3,1,2,221
0.20835,3,1,3,221
0.674913,3,1,4,221
0.981331,3,1,5,221
0.365159,3,1,5,222
0.000768641,3,1,6,222
0.359616,3,1,5,222
0.228502,3,1,6,222
0.107408,3,1,6,221
0.0502887,4,0,6,221
0.892193,4,0,6,222
0.128517,4,0,6,223
0.108387,4,0,6,224
0.0686225,4,0,6,223
0.0142099,4,0,6,224
0.526821,4,0,6,225
0.0988729,4,0,6,224
0.742846,4,0,6,225
0.0352239,4,0,6,226
0.836865,4,0,5,226
0.0528742,4,0,4,226
0.402266,4,0,4,227
0.164167,4,0,3,227
0.155469,4,0,2,227
0.861454,4,0,2,228
1.12597,4,0,2,229
0.500727,3,1,2,229
0.105034,4,0,2,229
0.0602376,4,0,2,230
0.647756,4,0,2,231
0.821876,4,0,2,230
0.273996,4,0,2,231
0.301915,4,0,2,230
0.579733,4,0,1,230
1.08326,4,0,1,231
0.596387,4,0,1,230
1.30794,4,0,1,231
0.520884,4,0,1,230
0.280945,4,0,1,229
0.0848998,4,0,1,228
1.79383,4,0,1,227
0.200022,4,0,0,227
4.93607,4,0,0,226
1.27203,4,0,0,225
1.50181,4,0,0,224
0.392093,4,0,0,223
0.021953,4,0,0,222
1.64219,4,0,0,221
0.0918549,4,0,0,220
4.72437,4,0,0,219
1.3807,4,0,0,218
0.866296,4,0,0,217
0.630528,4,0,0,216
0.36549,4,0,0,215
1.46268,4,0,0,214
2.69622,4,0,0,213
2.85365,3,1,0,213
0.0974615,3,1,1,213
0.0504195,3,1,2,213
0.641993,3,1,3,213
0.241747,3,1,4,213
0.418935,3,1,5,213
0.327523,4,0,5,213
0.255922,4,0,5,212
0.0576491,4,0,5,211
0.145451,4,0,4,211
0.482325,4,0,3,211
1.2369,4,0,3,212
0.507936,4,0,2,212
0.333452,4,0,2,213
2.87228,4,0,2,212
1.35922,4,0,2,211
0.376372,4,0,2,212
3.48736,3,1,2,212
0.199332,4,0,2,212
0.941437,4,0,1,212
0.107641,4,0,1,213
8.58483,3,1,1,213
0.0888488,3,1,2,213
0.23661,4,0,2,213
0.35747,4,0,1,213
0.00494459,4,0,1,212
0.087371,4,0,1,211
0.0804184,4,0,1,212
0.0800387,4,0,1,211
0.364672,4,0,1,210
2.67645,4,0,1,211
1.12138,4,0,0,211
0.0157127,4,0,0,210
0.543367,4,0,0,209
0.0332039,4,0,0,208
0.771,3,1,0,208
0.19391,4,0,0,208
0.192378,4,0,0,207
0.285219,4,0,0,206
3.04515,4,0,0,205
2.45102,4,0,0,204
4.29674,4,0,0,203
0.42886,4,0,0,202
0.705353,4,0,0,201
0.702444,4,0,0,200
0.420385,4,0,0,199
1.44807,4,0,0,198
2.06337,4,0,0,197
0.83033,4,0,0,196
0.688775,3,1,0,196
0.0462321,3,1,1,196
0.133256,3,1,2,196
0.0389269,3,1,3,196
0.231568,3,1,4,196
0.139779,4,0,4,196
0.367317,4,0,4,197
0.278404,4,0,4,198
0.160411,4,0,4,199
1.38837,4,0,4,200
0.194285,4,0,4,201
1.08133,4,0,3,201
0.218131,4,0,2,201
0.0977388,4,0,2,200
0.185425,4,0,2,201
0.25391,4,0,2,202
0.199864,4,0,2,203
1.39444,4,0,2,204
0.357945,4,0,2,205
0.395413,4,0,2,206
0.136672,4,0,2,205
0.106422,4,0,2,206
0.0253901,4,0,1,206
1.17386,4,0,1,205
1.67878,3,1,1,205
0.115451,3,1,1,204
0.125143,4,0,1,204
0.265486,4,0,1,205
0.217501,4,0,1,206
0.755916,4,0,1,207
0.688379,4,0,1,206
0.382315,4,0,0,206
0.475209,4,0,0,205
1.8121,4,0,0,204
1.74791,4,0,0,203
1.47686,4,0,0,202
0.882189,4,0,0,201
1.1472,4,0,0,200
0.906753,4,0,0,199
0.548303,4,0,0,198
2.66219,3,1,0,198
0.15524,3,1,1,198
0.170647,3,1,2,198
0.0403739,4,0,2,198
0.0530718,4,0,2,199
0.432433,4,0,2,200
0.383978,4,0,1,200
1.49969,4,0,1,199
0.00142472,4,0,1,200
0.0493719,4,0,1,201
0.953257,4,0,0,201
0.0352697,4,0,0,200
3.0277,4,0,0,199
1.82646,4,0,0,198
0.730457,3,1,0,198
1.03878,3,1,1,198
0.361945,3,1,2,198
0.244736,3,1,3,198
0.0778936,4,0,3,198
0.582875,4,0,2,198
0.266153,4,0,2,199
1.44332,4,0,2,198
0.227632,4,0,2,199
0.0704332,4,0,2,198
0.626662,4,0,1,198
0.115439,4,0,0,198
0.223505,4,0,0,197
2.66308,4,0,0,196
2.20519,4,0,0,195
1.00715,4,0,0,194
0.410886,4,0,0,193
1.81014,4,0,0,192
1.51561,4,0,0,191
0.100185,4,0,0,190
0.395624,4,0,0,189
1.77162,3,1,0,189
0.394262,2,2,0,189
0.0856894,2,2,1,189
0.0305597,3,1,1,189
0.0151594,4,0,1,189
2.67834,4,0,1,190
0.312327,4,0,1,191
1.14552,4,0,1,192
0.0319375,4,0,1,193
2.33298,4,0,1,194
0.427854,4,0,1,195
0.908277,4,0,1,194
0.0572948,4,0,1,193
1.55906,4,0,1,192
0.976589,4,0,1,191
0.178516,4,0,1,190
4.33082,2,0,0,97
0.275106,2,0,-1,97
0.463051,2,0,-1,96
0.576109,2,0,-1,95
2.02665,2,0,-1,94
5.1728,2,0,-1,93
3.31001,2,0,-1,92
1.97629,2,0,-1,91
2.78177,2,0,-1,90
1.25106,2,0,-1,89
21.218,2,0,-1,88
0.0137535,2,0,-1,87
2.93555,2,0,-1,86
1.48689,2,0,-1,85
3.69222,2,0,-1,84
7.45921,2,0,-1,83
1.95097,2,0,-1,82
0.894342,2,0,-1,81
1.78321,2,0,-1,80
0.559465,2,0,-1,79
4.52276,2,0,-1,78
12.3995,1,1,-1,78
0.133879,2,0,-1,78
0.855177,2,0,-1,77
6.28207,1,1,-1,77
0.0928857,2,0,-1,77
6.4749,2,0,-1,76
7.02942,2,0,-1,75
3.16628,2,0,-1,74
5.22929,2,0,-1,73
3.69991,2,0,-1,72
3.22366,2,0,-1,71
2.4052,2,0,-1,70
10.9988,1,1,-1,70
0.202432,1,1,0,70
0.269229,1,1,1,70
0.43704,1,1,2,70
0.204003,1,1,2,69
0.164452,1,1,3,69
0.0869222,1,1,4,69
0.344448,1,1,5,69
0.424217,1,1,5,70
0.326857,2,0,5,70
0.180728,2,0,5,71
0.470787,2,0,4,71
0.184134,2,0,4,72
0.0287616,2,0,4,73
0.219542,2,0,3,73
0.0796176,2,0,3,74
0.823697,2,0,2,74
0.857715,2,0,2,75
0.299412,2,0,2,76
0.329195,2,0,2,77
1.40695,2,0,2,78
1.47042,2,0,2,79
0.0079191,2,0,2,78
0.882399,2,0,2,79
0.548079,2,0,2,80
0.662638,2,0,2,79
2.66203,2,0,2,80
1.61157,2,0,2,81
0.508825,2,0,2,82
0.525547,2,0,2,83
0.594407,2,0,2,84
1.55745,2,0,2,85
0.234973,2,0,2,84
0.118563,2,0,2,85
2.80991,2,0,2,84
0.0956717,2,0,2,83
2.13931,2,0,2,82
1.61851,2,0,2,83
0.31748,2,0,2,84
1.25366,2,0,2,85
0.216543,2,0,1,85
0.99624,2,0,1,86
1.42809,2,0,0,86
2.54594,2,0,0,85
0.417057,2,0,0,84
6.44813,2,0,0,83
0.684199,2,0,0,82
0.961905,1,1,0,82
0.403355,1,1,1,82
0.82249,2,0,1,82
1.62346,1,1,1,82
0.168922,2,0,1,82
1.63236,1,1,1,82
0.141585,1,1,2,82
0.260112,1,1,2,83
0.0450733,1,1,3,83
0.110633,1,1,4,83
0.0456026,1,1,5,83
0.0977627,1,1,5,84
0.11122,1,1,5,83
0.701472,1,1,6,83
0.0660502,1,1,7,83
0.140571,1,1,7,84
0.0638648,1,1,7,83
0.400683,1,1,8,83
0.238468,1,1,8,84
0.00225959,1,1,8,85
0.0621529,1,1,8,86
0.169369,1,1,8,87
0.114528,1,1,9,87
0.100116,1,1,10,87
0.0745935,1,1,10,88
0.00335749,1,1,9,88
0.0403312,1,1,9,89
0.184185,1,1,9,90
0.169036,1,1,10,90
0.016627,2,0,10,90
0.30989,2,0,10,91
0.00788924,2,0,10,92
0.00643825,2,0,10,93
0.0722928,2,0,10,94
0.230471,2,0,10,95
0.0633184,2,0,10,96
0.00378211,2,0,10,97
0.38652,2,0,10,98
0.0729326,2,0,9,98
0.439583,2,0,8,98
0.0973527,2,0,8,99
0.455378,2,0,7,99
0.0660436,2,0,6,99
0.0536946,2,0,6,100
0.0496791,2,0,5,100
0.0904813,2,0,4,100
0.0830028,2,0,4,101
0.687226,2,0,3,101
0.841709,2,0,3,102
1.15218,2,0,3,101
0.146629,2,0,3,102
1.68225,2,0,3,103
